2025-09-17 12:29:45,833 - === ALL LAYERS MoE Analysis Started ===
2025-09-17 12:29:45,838 - Loading model and tokenizer...
2025-09-17 12:30:18,007 - 
Prompt 1: My body cast a shadow over the grass.
The sun was rising.
2025-09-17 12:30:18,027 - Input tokens: 22
2025-09-17 12:30:18,027 - 
=== MoE Routing Analysis for English - Prompt 1 ===
2025-09-17 12:30:19,516 - Analyzing ALL 48 MoE layers
2025-09-17 12:30:19,544 - Layer  0: Entropy=4.2812, Variance=0.000654, Gini=0.9169, MaxUsage=0.182, ActiveExperts=14
Prompt 2: The women met for coffee.
They wanted to catch up with each other.
2025-09-17 12:30:19,575 - Input tokens: 23
2025-09-17 12:30:19,575 - 
=== MoE Routing Analysis for English - Prompt 2 ===
2025-09-17 12:30:20,520 - Analyzing ALL 48 MoE layers
2025-09-17 12:30:20,523 - Layer  0: Entropy=4.3125, Variance=0.000430, Gini=0.8815, MaxUsage=0.087, ActiveExperts=18
2025-09-17 12:30:20,524 - Layer  1: Entropy=4.1562, Variance=0.000549, Gini=0.8957, MaxUsage=0.174, ActiveExperts=17
2025-09-17 12:30:20,524 - Layer  2: Entropy=3.9531, Variance=0.000519, Gini=0.9005, MaxUsage=0.130, ActiveExperts=16
2025-09-17 12:30:20,525 - Layer  3: Entropy=3.9688, Variance=0.000608, Gini=0.9154, MaxUsage=0.130, ActiveExperts=14
2025-09-17 12:30:20,526 - Layer  4: Entropy=4.0625, Variance=0.000995, Gini=0.9392, MaxUsage=0.261, ActiveExperts=12
2025-09-17 12:30:20,526 - Layer  5: Entropy=4.0625, Variance=0.000698, Gini=0.9141, MaxUsage=0.217, ActiveExperts=15
2025-09-17 12:30:20,527 - Layer  6: Entropy=4.1875, Variance=0.000579, Gini=0.9100, MaxUsage=0.130, ActiveExperts=15
2025-09-17 12:30:20,528 - Layer  7: Entropy=4.0000, Variance=0.002454, Gini=0.9698, MaxUsage=0.522, ActiveExperts=8
2025-09-17 12:30:20,528 - Layer  8: Entropy=4.0000, Variance=0.001114, Gini=0.9460, MaxUsage=0.261, ActiveExperts=11
2025-09-17 12:30:20,529 - Layer  9: Entropy=3.8906, Variance=0.001442, Gini=0.9433, MaxUsage=0.391, ActiveExperts=12
2025-09-17 12:30:20,529 - Layer 10: Entropy=4.0312, Variance=0.000846, Gini=0.9310, MaxUsage=0.217, ActiveExperts=13
2025-09-17 12:30:20,530 - Layer 11: Entropy=4.1250, Variance=0.000549, Gini=0.9066, MaxUsage=0.130, ActiveExperts=15
2025-09-17 12:30:20,531 - Layer 12: Entropy=4.0938, Variance=0.000608, Gini=0.9154, MaxUsage=0.130, ActiveExperts=14
2025-09-17 12:30:20,531 - Layer 13: Entropy=3.8750, Variance=0.000698, Gini=0.9141, MaxUsage=0.217, ActiveExperts=15
2025-09-17 12:30:20,532 - Layer 14: Entropy=3.9219, Variance=0.001472, Gini=0.9480, MaxUsage=0.391, ActiveExperts=11
2025-09-17 12:30:20,533 - Layer 15: Entropy=3.9375, Variance=0.000638, Gini=0.9161, MaxUsage=0.174, ActiveExperts=14
2025-09-17 12:30:20,533 - Layer 16: Entropy=3.7969, Variance=0.001978, Gini=0.9528, MaxUsage=0.478, ActiveExperts=11
2025-09-17 12:30:20,534 - Layer 17: Entropy=3.8594, Variance=0.001710, Gini=0.9507, MaxUsage=0.435, ActiveExperts=11
2025-09-17 12:30:20,535 - Layer 18: Entropy=4.1250, Variance=0.000817, Gini=0.9324, MaxUsage=0.217, ActiveExperts=12
2025-09-17 12:30:20,535 - Layer 19: Entropy=3.9062, Variance=0.001829, Gini=0.9582, MaxUsage=0.435, ActiveExperts=10
2025-09-17 12:30:20,536 - Layer 20: Entropy=3.8438, Variance=0.001591, Gini=0.9569, MaxUsage=0.348, ActiveExperts=10
2025-09-17 12:30:20,536 - Layer 21: Entropy=3.8594, Variance=0.000966, Gini=0.9446, MaxUsage=0.217, ActiveExperts=10
2025-09-17 12:30:20,537 - Layer 22: Entropy=3.8281, Variance=0.000787, Gini=0.9283, MaxUsage=0.217, ActiveExperts=13
2025-09-17 12:30:20,538 - Layer 23: Entropy=3.8125, Variance=0.000876, Gini=0.9358, MaxUsage=0.217, ActiveExperts=12
2025-09-17 12:30:20,538 - Layer 24: Entropy=3.9375, Variance=0.001204, Gini=0.9507, MaxUsage=0.304, ActiveExperts=10
2025-09-17 12:30:20,539 - Layer 25: Entropy=3.6562, Variance=0.000519, Gini=0.9005, MaxUsage=0.130, ActiveExperts=16
2025-09-17 12:30:20,539 - Layer 26: Entropy=3.7500, Variance=0.000787, Gini=0.9283, MaxUsage=0.217, ActiveExperts=13
2025-09-17 12:30:20,540 - Layer 27: Entropy=3.6719, Variance=0.001233, Gini=0.9521, MaxUsage=0.304, ActiveExperts=10
2025-09-17 12:30:20,541 - Layer 28: Entropy=3.7031, Variance=0.000876, Gini=0.9399, MaxUsage=0.174, ActiveExperts=11
2025-09-17 12:30:20,541 - Layer 29: Entropy=3.6562, Variance=0.001531, Gini=0.9541, MaxUsage=0.391, ActiveExperts=10
2025-09-17 12:30:20,542 - Layer 30: Entropy=3.8125, Variance=0.000787, Gini=0.9297, MaxUsage=0.174, ActiveExperts=13
2025-09-17 12:30:20,543 - Layer 31: Entropy=3.7344, Variance=0.000876, Gini=0.9399, MaxUsage=0.174, ActiveExperts=11
2025-09-17 12:30:20,543 - Layer 32: Entropy=3.6562, Variance=0.001144, Gini=0.9474, MaxUsage=0.261, ActiveExperts=11
2025-09-17 12:30:20,544 - Layer 33: Entropy=3.5938, Variance=0.000966, Gini=0.9446, MaxUsage=0.217, ActiveExperts=10
2025-09-17 12:30:20,544 - Layer 34: Entropy=3.6875, Variance=0.000757, Gini=0.9283, MaxUsage=0.174, ActiveExperts=13
2025-09-17 12:30:20,545 - Layer 35: Entropy=3.7500, Variance=0.001650, Gini=0.9616, MaxUsage=0.391, ActiveExperts=8
2025-09-17 12:30:20,546 - Layer 36: Entropy=3.7031, Variance=0.000757, Gini=0.9310, MaxUsage=0.174, ActiveExperts=12
2025-09-17 12:30:20,546 - Layer 37: Entropy=3.5000, Variance=0.001769, Gini=0.9569, MaxUsage=0.435, ActiveExperts=10
2025-09-17 12:30:20,547 - Layer 38: Entropy=3.7031, Variance=0.001829, Gini=0.9582, MaxUsage=0.435, ActiveExperts=10
2025-09-17 12:30:20,547 - Layer 39: Entropy=3.6562, Variance=0.000727, Gini=0.9270, MaxUsage=0.174, ActiveExperts=13
2025-09-17 12:30:20,548 - Layer 40: Entropy=3.6250, Variance=0.000757, Gini=0.9236, MaxUsage=0.174, ActiveExperts=14
2025-09-17 12:30:20,549 - Layer 41: Entropy=3.6562, Variance=0.000489, Gini=0.8930, MaxUsage=0.130, ActiveExperts=17
2025-09-17 12:30:20,549 - Layer 42: Entropy=3.5469, Variance=0.001263, Gini=0.9426, MaxUsage=0.348, ActiveExperts=12
2025-09-17 12:30:20,550 - Layer 43: Entropy=3.8281, Variance=0.000608, Gini=0.9059, MaxUsage=0.174, ActiveExperts=16
2025-09-17 12:30:20,551 - Layer 44: Entropy=3.7812, Variance=0.000638, Gini=0.9181, MaxUsage=0.130, ActiveExperts=14
2025-09-17 12:30:20,551 - Layer 45: Entropy=3.8281, Variance=0.000489, Gini=0.8930, MaxUsage=0.130, ActiveExperts=17
2025-09-17 12:30:20,552 - Layer 46: Entropy=3.8125, Variance=0.000579, Gini=0.9100, MaxUsage=0.130, ActiveExperts=15
2025-09-17 12:30:20,552 - Layer 47: Entropy=3.5312, Variance=0.000668, Gini=0.9147, MaxUsage=0.174, ActiveExperts=15
2025-09-17 12:30:20,553 - 
Prompt 3: The stain came out of the shirt.
I bleached the shirt.
2025-09-17 12:30:20,553 - Input tokens: 22
2025-09-17 12:30:20,553 - 
=== MoE Routing Analysis for English - Prompt 3 ===
2025-09-17 12:30:21,502 - Analyzing ALL 48 MoE layers
2025-09-17 12:30:21,505 - Layer  0: Entropy=4.2500, Variance=0.000492, Gini=0.8963, MaxUsage=0.091, ActiveExperts=16
2025-09-17 12:30:21,506 - Layer  1: Entropy=4.1562, Variance=0.000752, Gini=0.9219, MaxUsage=0.182, ActiveExperts=14
2025-09-17 12:30:21,507 - Layer  2: Entropy=3.9062, Variance=0.000557, Gini=0.9070, MaxUsage=0.136, ActiveExperts=15
2025-09-17 12:30:21,507 - Layer  3: Entropy=3.9844, Variance=0.000752, Gini=0.9148, MaxUsage=0.227, ActiveExperts=15
2025-09-17 12:30:21,508 - Layer  4: Entropy=4.0312, Variance=0.000654, Gini=0.9126, MaxUsage=0.182, ActiveExperts=15
2025-09-17 12:30:21,509 - Layer  5: Entropy=4.0000, Variance=0.001370, Gini=0.9538, MaxUsage=0.318, ActiveExperts=10
2025-09-17 12:30:21,509 - Layer  6: Entropy=4.1875, Variance=0.002184, Gini=0.9624, MaxUsage=0.500, ActiveExperts=9
2025-09-17 12:30:21,510 - Layer  7: Entropy=4.0625, Variance=0.001142, Gini=0.9503, MaxUsage=0.273, ActiveExperts=10
2025-09-17 12:30:21,511 - Layer  8: Entropy=3.9688, Variance=0.000687, Gini=0.9197, MaxUsage=0.182, ActiveExperts=14
2025-09-17 12:30:21,511 - Layer  9: Entropy=3.9062, Variance=0.000752, Gini=0.9297, MaxUsage=0.182, ActiveExperts=12
2025-09-17 12:30:21,512 - Layer 10: Entropy=4.0625, Variance=0.000850, Gini=0.9354, MaxUsage=0.182, ActiveExperts=12
2025-09-17 12:30:21,513 - Layer 11: Entropy=4.0938, Variance=0.000915, Gini=0.9368, MaxUsage=0.227, ActiveExperts=12
2025-09-17 12:30:21,513 - Layer 12: Entropy=4.0625, Variance=0.000589, Gini=0.9126, MaxUsage=0.136, ActiveExperts=14
2025-09-17 12:30:21,514 - Layer 13: Entropy=3.8906, Variance=0.000589, Gini=0.9126, MaxUsage=0.136, ActiveExperts=14
2025-09-17 12:30:21,515 - Layer 14: Entropy=3.9531, Variance=0.000980, Gini=0.9375, MaxUsage=0.273, ActiveExperts=12
2025-09-17 12:30:21,515 - Layer 15: Entropy=3.9375, Variance=0.000817, Gini=0.9361, MaxUsage=0.182, ActiveExperts=11
2025-09-17 12:30:21,516 - Layer 16: Entropy=3.7812, Variance=0.001728, Gini=0.9631, MaxUsage=0.409, ActiveExperts=8
2025-09-17 12:30:21,516 - Layer 17: Entropy=3.9688, Variance=0.001923, Gini=0.9616, MaxUsage=0.455, ActiveExperts=9
2025-09-17 12:30:21,517 - Layer 18: Entropy=4.0938, Variance=0.001956, Gini=0.9709, MaxUsage=0.409, ActiveExperts=6
2025-09-17 12:30:21,518 - Layer 19: Entropy=3.9844, Variance=0.000980, Gini=0.9432, MaxUsage=0.227, ActiveExperts=11
2025-09-17 12:30:21,518 - Layer 20: Entropy=3.8750, Variance=0.001565, Gini=0.9489, MaxUsage=0.409, ActiveExperts=11
2025-09-17 12:30:21,519 - Layer 21: Entropy=3.7500, Variance=0.001240, Gini=0.9510, MaxUsage=0.318, ActiveExperts=10
2025-09-17 12:30:21,520 - Layer 22: Entropy=3.8125, Variance=0.000622, Gini=0.9162, MaxUsage=0.136, ActiveExperts=14
2025-09-17 12:30:21,520 - Layer 23: Entropy=3.7656, Variance=0.001305, Gini=0.9588, MaxUsage=0.273, ActiveExperts=8
2025-09-17 12:30:21,521 - Layer 24: Entropy=3.9219, Variance=0.000980, Gini=0.9432, MaxUsage=0.227, ActiveExperts=11
2025-09-17 12:30:21,521 - Layer 25: Entropy=3.6875, Variance=0.001045, Gini=0.9396, MaxUsage=0.273, ActiveExperts=12
2025-09-17 12:30:21,522 - Layer 26: Entropy=3.8281, Variance=0.001012, Gini=0.9474, MaxUsage=0.227, ActiveExperts=9
2025-09-17 12:30:21,523 - Layer 27: Entropy=3.7812, Variance=0.000719, Gini=0.9254, MaxUsage=0.182, ActiveExperts=13
2025-09-17 12:30:21,523 - Layer 28: Entropy=3.7344, Variance=0.000882, Gini=0.9396, MaxUsage=0.182, ActiveExperts=11
2025-09-17 12:30:21,524 - Layer 29: Entropy=3.7812, Variance=0.002216, Gini=0.9737, MaxUsage=0.409, ActiveExperts=6
2025-09-17 12:30:21,525 - Layer 30: Entropy=3.8750, Variance=0.001435, Gini=0.9538, MaxUsage=0.364, ActiveExperts=10
2025-09-17 12:30:21,525 - Layer 31: Entropy=3.8594, Variance=0.001175, Gini=0.9453, MaxUsage=0.318, ActiveExperts=10
2025-09-17 12:30:21,526 - Layer 32: Entropy=3.7188, Variance=0.000947, Gini=0.9318, MaxUsage=0.273, ActiveExperts=13
2025-09-17 12:30:21,526 - Layer 33: Entropy=3.6562, Variance=0.001077, Gini=0.9474, MaxUsage=0.273, ActiveExperts=10
2025-09-17 12:30:21,527 - Layer 34: Entropy=3.7500, Variance=0.000654, Gini=0.9126, MaxUsage=0.182, ActiveExperts=15
2025-09-17 12:30:21,528 - Layer 35: Entropy=3.7812, Variance=0.001077, Gini=0.9325, MaxUsage=0.318, ActiveExperts=13
2025-09-17 12:30:21,528 - Layer 36: Entropy=3.7500, Variance=0.000850, Gini=0.9354, MaxUsage=0.182, ActiveExperts=12
2025-09-17 12:30:21,529 - Layer 37: Entropy=3.5625, Variance=0.000427, Gini=0.8793, MaxUsage=0.091, ActiveExperts=18
2025-09-17 12:30:21,529 - Layer 38: Entropy=3.7344, Variance=0.000915, Gini=0.9368, MaxUsage=0.227, ActiveExperts=12
2025-09-17 12:30:21,530 - Layer 39: Entropy=3.6562, Variance=0.000654, Gini=0.9183, MaxUsage=0.136, ActiveExperts=14
2025-09-17 12:30:21,531 - Layer 40: Entropy=3.5781, Variance=0.001240, Gini=0.9524, MaxUsage=0.273, ActiveExperts=10
2025-09-17 12:30:21,531 - Layer 41: Entropy=3.6875, Variance=0.000524, Gini=0.8999, MaxUsage=0.136, ActiveExperts=16
2025-09-17 12:30:21,532 - Layer 42: Entropy=3.6719, Variance=0.000687, Gini=0.9197, MaxUsage=0.182, ActiveExperts=14
2025-09-17 12:30:21,533 - Layer 43: Entropy=3.8281, Variance=0.000719, Gini=0.9254, MaxUsage=0.182, ActiveExperts=13
2025-09-17 12:30:21,533 - Layer 44: Entropy=3.7812, Variance=0.000752, Gini=0.9276, MaxUsage=0.182, ActiveExperts=13
2025-09-17 12:30:21,534 - Layer 45: Entropy=3.8281, Variance=0.000654, Gini=0.9126, MaxUsage=0.182, ActiveExperts=15
2025-09-17 12:30:21,534 - Layer 46: Entropy=3.8125, Variance=0.000980, Gini=0.9432, MaxUsage=0.227, ActiveExperts=11
2025-09-17 12:30:21,535 - Layer 47: Entropy=3.5000, Variance=0.000719, Gini=0.9254, MaxUsage=0.182, ActiveExperts=13
2025-09-17 12:30:21,535 - 
Prompt 4: The customer filed a complaint with the store manager.
The sales associate acted rude to the customer.
2025-09-17 12:30:21,536 - Input tokens: 27
2025-09-17 12:30:21,536 - 
=== MoE Routing Analysis for English - Prompt 4 ===
2025-09-17 12:30:22,530 - Analyzing ALL 48 MoE layers
2025-09-17 12:30:22,532 - Layer  0: Entropy=4.3125, Variance=0.000619, Gini=0.9100, MaxUsage=0.185, ActiveExperts=16
2025-09-17 12:30:22,533 - Layer  1: Entropy=4.2188, Variance=0.000533, Gini=0.8874, MaxUsage=0.185, ActiveExperts=19
2025-09-17 12:30:22,534 - Layer  2: Entropy=3.9219, Variance=0.000489, Gini=0.8932, MaxUsage=0.111, ActiveExperts=18
2025-09-17 12:30:22,535 - Layer  3: Entropy=4.0312, Variance=0.000554, Gini=0.9054, MaxUsage=0.148, ActiveExperts=15
2025-09-17 12:30:22,535 - Layer  4: Entropy=4.0625, Variance=0.000727, Gini=0.9251, MaxUsage=0.185, ActiveExperts=14
2025-09-17 12:30:22,536 - Layer  5: Entropy=4.0938, Variance=0.001051, Gini=0.9372, MaxUsage=0.296, ActiveExperts=13
2025-09-17 12:30:22,537 - Layer  6: Entropy=4.2500, Variance=0.000792, Gini=0.9233, MaxUsage=0.222, ActiveExperts=15
2025-09-17 12:30:22,537 - Layer  7: Entropy=4.0625, Variance=0.000813, Gini=0.9314, MaxUsage=0.222, ActiveExperts=13
2025-09-17 12:30:22,538 - Layer  8: Entropy=3.9688, Variance=0.001245, Gini=0.9470, MaxUsage=0.296, ActiveExperts=12
2025-09-17 12:30:22,539 - Layer  9: Entropy=3.9688, Variance=0.001137, Gini=0.9349, MaxUsage=0.333, ActiveExperts=13
2025-09-17 12:30:22,539 - Layer 10: Entropy=4.0000, Variance=0.000727, Gini=0.9274, MaxUsage=0.148, ActiveExperts=13
2025-09-17 12:30:22,540 - Layer 11: Entropy=4.1250, Variance=0.000705, Gini=0.9239, MaxUsage=0.148, ActiveExperts=14
2025-09-17 12:30:22,540 - Layer 12: Entropy=4.0938, Variance=0.000576, Gini=0.9089, MaxUsage=0.148, ActiveExperts=16
2025-09-17 12:30:22,541 - Layer 13: Entropy=3.9688, Variance=0.000533, Gini=0.9008, MaxUsage=0.148, ActiveExperts=17
2025-09-17 12:30:22,542 - Layer 14: Entropy=4.0312, Variance=0.000597, Gini=0.9042, MaxUsage=0.185, ActiveExperts=17
2025-09-17 12:30:22,542 - Layer 15: Entropy=4.0000, Variance=0.000489, Gini=0.8967, MaxUsage=0.111, ActiveExperts=16
2025-09-17 12:30:22,543 - Layer 16: Entropy=3.8906, Variance=0.001418, Gini=0.9511, MaxUsage=0.370, ActiveExperts=11
2025-09-17 12:30:22,544 - Layer 17: Entropy=3.9531, Variance=0.001699, Gini=0.9656, MaxUsage=0.370, ActiveExperts=8
2025-09-17 12:30:22,544 - Layer 18: Entropy=4.1250, Variance=0.000662, Gini=0.9181, MaxUsage=0.185, ActiveExperts=14
2025-09-17 12:30:22,545 - Layer 19: Entropy=3.9219, Variance=0.000792, Gini=0.9280, MaxUsage=0.185, ActiveExperts=14
2025-09-17 12:30:22,545 - Layer 20: Entropy=3.8906, Variance=0.001785, Gini=0.9685, MaxUsage=0.333, ActiveExperts=7
2025-09-17 12:30:22,546 - Layer 21: Entropy=3.8438, Variance=0.000900, Gini=0.9361, MaxUsage=0.222, ActiveExperts=13
2025-09-17 12:30:22,547 - Layer 22: Entropy=3.7969, Variance=0.000813, Gini=0.9314, MaxUsage=0.222, ActiveExperts=13
2025-09-17 12:30:22,547 - Layer 23: Entropy=3.8281, Variance=0.001051, Gini=0.9436, MaxUsage=0.222, ActiveExperts=12
2025-09-17 12:30:22,548 - Layer 24: Entropy=3.9844, Variance=0.000576, Gini=0.9013, MaxUsage=0.185, ActiveExperts=17
2025-09-17 12:30:22,549 - Layer 25: Entropy=3.7812, Variance=0.000619, Gini=0.9100, MaxUsage=0.185, ActiveExperts=16
2025-09-17 12:30:22,549 - Layer 26: Entropy=3.9375, Variance=0.000835, Gini=0.9349, MaxUsage=0.185, ActiveExperts=12
2025-09-17 12:30:22,550 - Layer 27: Entropy=3.8750, Variance=0.000857, Gini=0.9378, MaxUsage=0.185, ActiveExperts=12
2025-09-17 12:30:22,550 - Layer 28: Entropy=3.8750, Variance=0.000641, Gini=0.9170, MaxUsage=0.148, ActiveExperts=15
2025-09-17 12:30:22,551 - Layer 29: Entropy=3.8594, Variance=0.001094, Gini=0.9430, MaxUsage=0.296, ActiveExperts=12
2025-09-17 12:30:22,552 - Layer 30: Entropy=3.9688, Variance=0.000727, Gini=0.9291, MaxUsage=0.148, ActiveExperts=12
2025-09-17 12:30:22,552 - Layer 31: Entropy=3.8906, Variance=0.001289, Gini=0.9505, MaxUsage=0.333, ActiveExperts=11
2025-09-17 12:30:22,553 - Layer 32: Entropy=3.7500, Variance=0.001505, Gini=0.9633, MaxUsage=0.296, ActiveExperts=8
2025-09-17 12:30:22,554 - Layer 33: Entropy=3.8125, Variance=0.000749, Gini=0.9308, MaxUsage=0.148, ActiveExperts=11
2025-09-17 12:30:22,554 - Layer 34: Entropy=3.7812, Variance=0.001008, Gini=0.9401, MaxUsage=0.259, ActiveExperts=12
2025-09-17 12:30:22,555 - Layer 35: Entropy=3.8438, Variance=0.001094, Gini=0.9447, MaxUsage=0.296, ActiveExperts=11
2025-09-17 12:30:22,555 - Layer 36: Entropy=3.8125, Variance=0.000986, Gini=0.9413, MaxUsage=0.259, ActiveExperts=12
2025-09-17 12:30:22,556 - Layer 37: Entropy=3.6562, Variance=0.000360, Gini=0.8620, MaxUsage=0.074, ActiveExperts=21
2025-09-17 12:30:22,557 - Layer 38: Entropy=3.8125, Variance=0.000705, Gini=0.9204, MaxUsage=0.185, ActiveExperts=15
