2025-09-17 12:21:05,775 - === ALL LAYERS MoE Analysis Started ===
2025-09-17 12:21:05,784 - Loading model and tokenizer...
2025-09-17 12:21:37,639 - 
Prompt 1: Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index of <p> in S_5.
24
2025-09-17 12:21:37,658 - Input tokens: 47
2025-09-17 12:21:37,658 - 
=== MoE Routing Analysis for English - Prompt 1 ===
2025-09-17 12:21:39,269 - Analyzing ALL 48 MoE layers
2025-09-17 12:21:39,306 - Layer  0: Entropy=4.3125, Variance=0.000284, Gini=0.8270, MaxUsage=0.085, ActiveExperts=30
2025-09-17 12:21:41,694 - Layer  5: Entropy=4.2188, Variance=0.001630, Gini=0.9360, MaxUsage=0.435, ActiveExperts=18
2025-09-17 12:21:41,695 - Layer  6: Entropy=4.1250, Variance=0.001352, Gini=0.9594, MaxUsage=0.290, ActiveExperts=10
2025-09-17 12:21:41,696 - Layer  7: Entropy=3.9688, Variance=0.001680, Gini=0.9529, MaxUsage=0.403, ActiveExperts=15
2025-09-17 12:21:41,696 - Layer  8: Entropy=4.0000, Variance=0.000541, Gini=0.8831, MaxUsage=0.194, ActiveExperts=26
2025-09-17 12:21:41,697 - Layer  9: Entropy=3.9531, Variance=0.000741, Gini=0.9110, MaxUsage=0.210, ActiveExperts=22
2025-09-17 12:21:41,698 - Layer 10: Entropy=4.0938, Variance=0.000467, Gini=0.8747, MaxUsage=0.145, ActiveExperts=27
2025-09-17 12:21:41,698 - Layer 11: Entropy=4.1250, Variance=0.000291, Gini=0.8314, MaxUsage=0.081, ActiveExperts=32
2025-09-17 12:21:41,699 - Layer 12: Entropy=4.0000, Variance=0.000446, Gini=0.8856, MaxUsage=0.113, ActiveExperts=23
2025-09-17 12:21:41,700 - Layer 13: Entropy=3.9219, Variance=0.000250, Gini=0.8024, MaxUsage=0.097, ActiveExperts=36
2025-09-17 12:21:41,700 - Layer 14: Entropy=3.9844, Variance=0.000455, Gini=0.8763, MaxUsage=0.161, ActiveExperts=25
2025-09-17 12:21:41,701 - Layer 15: Entropy=3.9062, Variance=0.000787, Gini=0.9136, MaxUsage=0.226, ActiveExperts=22
2025-09-17 12:21:41,701 - Layer 16: Entropy=3.7969, Variance=0.000655, Gini=0.8992, MaxUsage=0.226, ActiveExperts=23
2025-09-17 12:21:41,702 - Layer 17: Entropy=3.8438, Variance=0.000885, Gini=0.9158, MaxUsage=0.258, ActiveExperts=20
2025-09-17 12:21:41,703 - Layer 18: Entropy=3.9688, Variance=0.000803, Gini=0.9327, MaxUsage=0.177, ActiveExperts=15
2025-09-17 12:21:41,703 - Layer 19: Entropy=3.8281, Variance=0.001626, Gini=0.9551, MaxUsage=0.403, ActiveExperts=13
2025-09-17 12:21:41,704 - Layer 20: Entropy=3.7812, Variance=0.000606, Gini=0.9088, MaxUsage=0.161, ActiveExperts=21
2025-09-17 12:21:41,705 - Layer 21: Entropy=3.8281, Variance=0.000647, Gini=0.9186, MaxUsage=0.161, ActiveExperts=18
2025-09-17 12:21:41,705 - Layer 22: Entropy=3.8750, Variance=0.000410, Gini=0.8697, MaxUsage=0.113, ActiveExperts=27
2025-09-17 12:21:41,706 - Layer 23: Entropy=3.8125, Variance=0.000668, Gini=0.9035, MaxUsage=0.226, ActiveExperts=22
2025-09-17 12:21:41,706 - Layer 24: Entropy=3.7969, Variance=0.000467, Gini=0.8730, MaxUsage=0.177, ActiveExperts=26
2025-09-17 12:21:41,707 - Layer 25: Entropy=3.7031, Variance=0.000385, Gini=0.8710, MaxUsage=0.113, ActiveExperts=25
2025-09-17 12:21:41,708 - Layer 26: Entropy=3.7969, Variance=0.000442, Gini=0.8725, MaxUsage=0.145, ActiveExperts=26
2025-09-17 12:21:41,708 - Layer 27: Entropy=3.6875, Variance=0.000844, Gini=0.9244, MaxUsage=0.242, ActiveExperts=19
2025-09-17 12:21:41,709 - Layer 28: Entropy=3.6094, Variance=0.000508, Gini=0.8884, MaxUsage=0.177, ActiveExperts=21
2025-09-17 12:21:41,710 - Layer 29: Entropy=3.6250, Variance=0.000487, Gini=0.8813, MaxUsage=0.177, ActiveExperts=24
2025-09-17 12:21:41,710 - Layer 30: Entropy=3.7656, Variance=0.001278, Gini=0.9441, MaxUsage=0.339, ActiveExperts=16
2025-09-17 12:21:41,711 - Layer 31: Entropy=3.6250, Variance=0.001897, Gini=0.9509, MaxUsage=0.468, ActiveExperts=15
2025-09-17 12:21:41,711 - Layer 32: Entropy=3.6562, Variance=0.000672, Gini=0.8994, MaxUsage=0.226, ActiveExperts=24
2025-09-17 12:21:41,712 - Layer 33: Entropy=3.6562, Variance=0.000680, Gini=0.9221, MaxUsage=0.177, ActiveExperts=17
2025-09-17 12:21:41,713 - Layer 34: Entropy=3.7500, Variance=0.000315, Gini=0.8478, MaxUsage=0.097, ActiveExperts=28
2025-09-17 12:21:41,713 - Layer 35: Entropy=3.6875, Variance=0.000508, Gini=0.8972, MaxUsage=0.129, ActiveExperts=22
2025-09-17 12:21:41,714 - Layer 36: Entropy=3.6562, Variance=0.000578, Gini=0.9002, MaxUsage=0.194, ActiveExperts=21
2025-09-17 12:21:41,715 - Layer 37: Entropy=3.5938, Variance=0.000635, Gini=0.8778, MaxUsage=0.242, ActiveExperts=27
2025-09-17 12:21:41,715 - Layer 38: Entropy=3.7656, Variance=0.000360, Gini=0.8503, MaxUsage=0.113, ActiveExperts=30
2025-09-17 12:21:41,716 - Layer 39: Entropy=3.6875, Variance=0.000934, Gini=0.9120, MaxUsage=0.306, ActiveExperts=21
2025-09-17 12:21:41,716 - Layer 40: Entropy=3.6875, Variance=0.000807, Gini=0.9083, MaxUsage=0.258, ActiveExperts=22
2025-09-17 12:21:41,717 - Layer 41: Entropy=3.6719, Variance=0.000684, Gini=0.8795, MaxUsage=0.258, ActiveExperts=26
2025-09-17 12:21:41,718 - Layer 42: Entropy=3.7188, Variance=0.000737, Gini=0.8798, MaxUsage=0.274, ActiveExperts=27
2025-09-17 12:21:41,718 - Layer 43: Entropy=3.7812, Variance=0.001704, Gini=0.9428, MaxUsage=0.435, ActiveExperts=18
2025-09-17 12:21:41,719 - Layer 44: Entropy=3.9219, Variance=0.000619, Gini=0.9060, MaxUsage=0.177, ActiveExperts=22
2025-09-17 12:21:41,720 - Layer 45: Entropy=3.8750, Variance=0.000983, Gini=0.9189, MaxUsage=0.306, ActiveExperts=20
2025-09-17 12:21:41,720 - Layer 46: Entropy=4.0312, Variance=0.000356, Gini=0.8619, MaxUsage=0.097, ActiveExperts=27
2025-09-17 12:21:41,721 - Layer 47: Entropy=3.7500, Variance=0.000479, Gini=0.8868, MaxUsage=0.145, ActiveExperts=23
2025-09-17 12:21:41,721 - 
Prompt 4: Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7
2,3
2025-09-17 12:21:41,722 - Input tokens: 44
2025-09-17 12:21:41,722 - 
=== MoE Routing Analysis for English - Prompt 4 ===
2025-09-17 12:21:42,814 - Analyzing ALL 48 MoE layers
2025-09-17 12:21:42,818 - Layer  0: Entropy=4.3438, Variance=0.000280, Gini=0.8274, MaxUsage=0.091, ActiveExperts=29
2025-09-17 12:21:42,818 - Layer  1: Entropy=4.2812, Variance=0.000394, Gini=0.8732, MaxUsage=0.091, ActiveExperts=23
2025-09-17 12:21:42,819 - Layer  2: Entropy=4.0938, Variance=0.000662, Gini=0.9070, MaxUsage=0.182, ActiveExperts=20
2025-09-17 12:21:42,820 - Layer  3: Entropy=4.1250, Variance=0.000671, Gini=0.9190, MaxUsage=0.182, ActiveExperts=17
2025-09-17 12:21:42,820 - Layer  4: Entropy=4.0312, Variance=0.001346, Gini=0.9453, MaxUsage=0.364, ActiveExperts=14
2025-09-17 12:21:42,821 - Layer  5: Entropy=4.1562, Variance=0.001053, Gini=0.8963, MaxUsage=0.341, ActiveExperts=23
2025-09-17 12:21:42,822 - Layer  6: Entropy=4.0625, Variance=0.002265, Gini=0.9684, MaxUsage=0.500, ActiveExperts=9
2025-09-17 12:21:42,822 - Layer  7: Entropy=3.9844, Variance=0.001020, Gini=0.9464, MaxUsage=0.227, ActiveExperts=11
2025-09-17 12:21:42,823 - Layer  8: Entropy=3.9375, Variance=0.000882, Gini=0.9293, MaxUsage=0.250, ActiveExperts=16
2025-09-17 12:21:42,823 - Layer  9: Entropy=3.9219, Variance=0.000825, Gini=0.9268, MaxUsage=0.250, ActiveExperts=15
2025-09-17 12:21:42,824 - Layer 10: Entropy=4.0312, Variance=0.000361, Gini=0.8651, MaxUsage=0.091, ActiveExperts=24
2025-09-17 12:21:42,825 - Layer 11: Entropy=3.9375, Variance=0.000345, Gini=0.8583, MaxUsage=0.091, ActiveExperts=25
2025-09-17 12:21:42,825 - Layer 12: Entropy=4.0312, Variance=0.000492, Gini=0.8896, MaxUsage=0.159, ActiveExperts=21
2025-09-17 12:21:42,826 - Layer 13: Entropy=3.8906, Variance=0.000605, Gini=0.9006, MaxUsage=0.205, ActiveExperts=20
2025-09-17 12:21:42,827 - Layer 14: Entropy=3.8750, Variance=0.000508, Gini=0.8981, MaxUsage=0.114, ActiveExperts=20
2025-09-17 12:21:42,827 - Layer 15: Entropy=3.8438, Variance=0.000711, Gini=0.9212, MaxUsage=0.182, ActiveExperts=17
2025-09-17 12:21:42,828 - Layer 16: Entropy=3.6719, Variance=0.001126, Gini=0.9418, MaxUsage=0.295, ActiveExperts=14
2025-09-17 12:21:42,828 - Layer 17: Entropy=3.7344, Variance=0.000996, Gini=0.9368, MaxUsage=0.273, ActiveExperts=15
2025-09-17 12:21:42,829 - Layer 18: Entropy=3.8438, Variance=0.000776, Gini=0.9272, MaxUsage=0.182, ActiveExperts=16
2025-09-17 12:21:42,830 - Layer 19: Entropy=3.7812, Variance=0.001191, Gini=0.9528, MaxUsage=0.273, ActiveExperts=10
2025-09-17 12:21:42,830 - Layer 20: Entropy=3.7969, Variance=0.000890, Gini=0.9222, MaxUsage=0.273, ActiveExperts=18
2025-09-17 12:21:42,831 - Layer 21: Entropy=3.8125, Variance=0.000638, Gini=0.9201, MaxUsage=0.136, ActiveExperts=14
2025-09-17 12:21:42,831 - Layer 22: Entropy=3.8594, Variance=0.000483, Gini=0.8839, MaxUsage=0.159, ActiveExperts=22
2025-09-17 12:21:42,832 - Layer 23: Entropy=3.6562, Variance=0.000475, Gini=0.8906, MaxUsage=0.114, ActiveExperts=21
2025-09-17 12:21:42,833 - Layer 24: Entropy=3.9062, Variance=0.000459, Gini=0.8832, MaxUsage=0.136, ActiveExperts=22
2025-09-17 12:21:42,833 - Layer 25: Entropy=3.7188, Variance=0.000427, Gini=0.8786, MaxUsage=0.136, ActiveExperts=22
2025-09-17 12:21:42,834 - Layer 26: Entropy=3.7500, Variance=0.000630, Gini=0.9116, MaxUsage=0.159, ActiveExperts=18
2025-09-17 12:21:42,835 - Layer 27: Entropy=3.5938, Variance=0.000630, Gini=0.9155, MaxUsage=0.159, ActiveExperts=17
2025-09-17 12:21:42,835 - Layer 28: Entropy=3.5469, Variance=0.000833, Gini=0.9126, MaxUsage=0.273, ActiveExperts=19
2025-09-17 12:21:42,836 - Layer 29: Entropy=3.5781, Variance=0.000858, Gini=0.9215, MaxUsage=0.273, ActiveExperts=17
2025-09-17 12:21:42,836 - Layer 30: Entropy=3.6562, Variance=0.001085, Gini=0.9325, MaxUsage=0.295, ActiveExperts=17
2025-09-17 12:21:42,837 - Layer 31: Entropy=3.6719, Variance=0.001053, Gini=0.9453, MaxUsage=0.273, ActiveExperts=12
2025-09-17 12:21:42,838 - Layer 32: Entropy=3.5938, Variance=0.000459, Gini=0.8892, MaxUsage=0.114, ActiveExperts=21
2025-09-17 12:21:42,838 - Layer 33: Entropy=3.6250, Variance=0.000540, Gini=0.9034, MaxUsage=0.136, ActiveExperts=19
2025-09-17 12:21:42,839 - Layer 34: Entropy=3.6875, Variance=0.000597, Gini=0.9087, MaxUsage=0.159, ActiveExperts=19
2025-09-17 12:21:42,839 - Layer 35: Entropy=3.4688, Variance=0.000508, Gini=0.8842, MaxUsage=0.182, ActiveExperts=22
2025-09-17 12:21:42,840 - Layer 36: Entropy=3.5938, Variance=0.000361, Gini=0.8629, MaxUsage=0.114, ActiveExperts=24
